	Unnamed: 0	text	Y	T_true	T_proxy	old_C	C
503	503	Pentagon'un 10 milyar dolarlık ihalesini Microsoft kazandı, rakip Amazon 'Teklifler ayrıntılı incelenseydi farklı sonuç çıkardı' dedi.	0	0	0	1	8
504	504	Peru'da iki McDonald's çalışanı elektrik çarpması sonucu öldü, tüm şubeler yas için 2 gün kapatıldı.	0	0	0	1	6
505	505	Petrol fiyatlarındaki düşüşe paralel olarak Türkiye'de akaryakıt indirimleri devam ediyor.	0	0	0	1	5
506	506	pizza devri geçti sanırım, aşağı yukarı hepsinin içi boş ve küçük boy pizza boyutunda ama çok pahalılar, üzülüyorum.	0	0	0	0	8
507	507	Plastik kirliliği yarım milyon keşiş yengecini öldürdü.	0	0	0	1	5
508	508	Rabia Naz'ın ölümünü araştıran TBMM Araştırma Komisyonu sayesinde dosyadaki gizlilik kararı kalktı	0	0	0	1	2
509	509	Rafael Nadal, ABD Açık Tenis Turnuvası'nda rakibi Medvedev'i yenerek şampiyon oldu.	0	0	0	1	4
510	510	rakip okula kendi okulumun polarını giyerek giriyorum bana şans dileyin	0	0	0	1	0
511	511	Rapor, bu sistemlerin en büyük artışı orantısal olarak güvenlik, ulusal güvenlik ve akıllı tabela uygulamalarında göstereceğini öngörüyor.	0	0	0	1	0
512	512	Rusya tüm büyük spor etkinliklerinden men edilme riskiyle karşı karşıya.	0	0	0	1	4
513	513	Rusya ve Çin, Suriye'ye sınır ötesi yardımları veto etti.	0	0	0	0	6
514	514	rüyamda 3-4 kedi sahiplenmiştik, sabah uyanıp kedi rüya tabirlerine bakana kadar keyfim yerindeydi.	0	0	0	0	9
515	515	sabahın köründe ayakta uyuyarak yaptığım sunumda doğal olarak hocanın sorusuna cevap veremedim :(	0	0	0	0	9
516	516	Sağlık bakanının 'Ispanaktan değil yabani otlardan kaynaklanıyor' dediği besin zehirlenmeleri ile ilgili neler biliniyor?	0	0	0	1	6
517	517	Sağlıklı bir yaşamın yolunun iyi uykudan geçtiği söyleniyor.	0	0	0	0	0
518	518	Sahnede hidrojen peroksidin ayrışması deneyini yapan biyokimyager ABD güzeli seçildi.	0	0	0	1	5
519	519	Sakızdaki diş izleriyle, 5 bin 700 yıl önce yaşamış olan kadının genetik şifresi çözüldü.	0	0	0	1	2
520	520	salgının en büyük artısı herkesin sapık gibi uzun uzun el yıkamaya başlaması oldu sanırım, gördükçe mutlu oluyorum.	0	0	0	0	8
521	521	Samsung Yönetim Kurulu Başkanı'na sendikal faaliyetleri engellemesi sebebiyle 1,5 yıl hapis cezası verildi.	0	0	0	1	2
522	522	Sendikaların asgari ücret talebi belli oldu.	0	0	0	0	2
523	523	sıkıldım, daraldım, bunaldım...	0	0	0	0	1
524	524	Sınavdan hemen önce bölümün tüm tuvaletlerinde sıra olmasının hüznü :(	0	0	0	0	4
525	525	Sineklikler kedilere asla dayanmıyor.	0	0	0	0	2
526	526	Sonunda pilav yapmayı öğrendim.	0	0	0	0	1
527	527	sorumluluklarımı yerine getirmek için zorunluluk olmalarını bekliyorum.	0	0	0	0	5
528	528	sosyal medya bana hiç yaramıyor.	0	0	0	0	0
529	529	soyut düşünmek yazıyla birlikte insan hayatına giren bir durumdur.	0	0	0	0	3
530	530	spacex, uluslararası uzay istasyonuna astronot gönderen ilk özel şirket olacak.	0	0	0	1	0
531	531	Sporcular performanslarını kötü etkileyecek yemeklerden uzak durmalıdır.	0	0	0	1	4
532	532	Şehir hastanelerinde bugüne kadar ne kadar harcama yapıldı, sağlık hizmetlerine etkisi ne oldu?	0	0	0	0	7
533	533	tabii gençler bilmez, biz saatimiz bipleyince sms geldi zannederdik.	0	0	0	1	9
534	534	Tesla CEO'su Musk, 'cam skandalına' rağmen Cybertruck için 200 bin sipariş aldığını açıkladı.	0	0	0	1	1
535	535	Trump bir an önce senatoda yargılanmak istiyor.	0	0	0	0	3
536	536	Türk dizileri kadına şiddet içerdiği için eleştiriliyor.	0	0	0	0	0
537	537	türkiye, evlatlarına kendisinden başka bir şeyle meşgul olmak imkanını vermiyor.	0	0	0	0	6
538	538	Türkiye'de organik çay üretimi tavan yaptı.	0	0	0	0	5
539	539	Türkiye'de plastik poşet kullanımı yüzde 77,27 düştü.	0	0	0	1	5
540	540	Tütün mamullerinde tek tip pakete geçildi, uygulamanın etkileri tartışılıyor.	0	0	0	0	0
541	541	"tvde örümcek adam izliyoruz, babam ""memur muydu bu?"" diyor..."	0	0	0	0	6
542	542	Twitter siyasetle ilişkili reklamları yasaklıyor.	0	0	0	1	6
543	543	Twitter, gelen tepkiler üzerine aktif olmayan hesapları silmekten şimdilik vazgeçti.	0	0	0	1	5
544	544	Uluslararası Ceza Mahkemesi, Batı Şeria ve Gazze'de yaşananlar nedeniyle savaş suçları soruşturması açmak istiyor.	0	0	0	0	7
545	545	Utangaçlık neden kaynaklanır, giderilebilir mi?	0	0	0	0	9
546	546	Uzayda inek hücrelerinden 3 boyutlu yazıcıyla biftek üretildi.	0	0	0	1	2
547	547	uzun yolda ağlayan çocuklar beni delirtiyor, tamam çocuğun suçu yok ama yine de katlanamıyorum.	0	0	0	0	0
548	548	ülkenin yarısı anadilini düzgün konuşamıyor, sokak röportajı izlerken dehşete düşüyorum.	0	0	0	0	2
549	549	Var oluşumuz başımıza gelenlerle değil onlara verdiğimiz tepkilerle şekilleniyor.	0	0	0	1	5
550	550	veganlığa karşıyım ama özellikle gelişmiş ülkelerde gereğinden çok fazla et tüketildiği de bir gerçek.	0	0	0	0	0
551	551	veganlık bir akım mıdır yoksa içten gelen bir sese kulak vermek midir?	0	0	0	0	3
552	552	Virüse karşı tedbirler kapsamında kapanan iş yerlerinde işten çıkarmaların başladığını duymaya başladık... İleriki günlerde bu durum toplu işsizleştirmeye dönebilir.	0	0	0	1	7
553	553	viyana... hayallerimin şehrisin keşke seninle olsam :( 	0	0	0	0	2
554	554	Vladimir Putin'in hala Windows XP işletim sistemine sahip bir bilgisayar kullanıldığı öğrenildi.	0	0	0	1	8
555	555	Yağmurlu hava yılın her zamanında tercihimdir, zaten küresel iklim ölmüş bitmiş bari sıcaktan erimeyelim, 30 yıla soyumuz tükenecek.	0	0	0	0	2
556	556	yapışkanlı kağıt bağımlılık yapıyor sanırım, 24 çeşit yapışkanlı kağıt almışım ve kullanmaya kıyamıyorum asla! 	0	1	1	1	1
557	557	yapma hocam etme hocam bırakırsan 1 sene daha uzatmak zorundayım hocam gözünün yağını yiyeyim hocam...	0	0	0	1	5
558	558	Yarın daha erken gelmelisin.	0	0	0	0	2
559	559	yastığa sarılıp ağlama saatim geldi.	0	0	0	0	2
560	560	yaşlıların yanında hızlı hızlı yürüyerek geçtiğimizde yaşlandıklarını fark edip üzülüyorlar mıdır acaba?	0	0	0	1	6
561	561	Yazınızı yayın koordinatörümüze gösterdim, ofisçe çok etkilendik yarınki gazetede yazınıza yer vermek istiyoruz, görselle birlikte.	0	0	0	0	2
562	562	yemek mi yesem, dizi mi izlesem yoksa uyusam mı... gece yarısından sonra hepsi çok çekici geliyor.	0	0	0	0	4
563	563	yeni bir hobi edindim, artık sukulent yetiştiriyorum.	0	0	0	0	1
564	564	yeni bir sabah, yeni bir ruhsal çöküntü.	0	0	0	0	1
565	565	yeni bir tarz konusunda tavsiyelerine ihtiyacım var!	0	1	1	0	6
566	566	Yeni Delhi 'dev bir gaz odasına' dönüştü. Okullar tatil edildi, milyonlarca gaz maskesi dağıtıldı.	0	0	0	1	4
567	567	yeni havaalanı iyi hoş güzel de bizde para yok ki uçak bileti alalım...	0	0	0	0	1
568	568	Yeni yapay nöron Alzheimer tedavisinde kullanılabilir.	0	0	0	0	1
569	569	yıllık kişilik testi tekrarının vakti gelmiş, bakalım bu yıl yine başka bir kişiliğe bürünmüş müyüz?	0	0	0	1	2
570	570	zalim, oyunbozan, sen de bu büyü de yalan...	0	0	0	0	0
571	571	zamanı ileri sarma aktivitelerinde 1 numara: minecraft oynamak	0	0	0	1	0
572	572	zamanın geçişini umursamadan bilgisayar oyunlarına gömülmek istiyorum.	0	0	0	0	7
573	573	4 kişilik mide lobisi grubumuzda bir kebapçı, bir barista, bir tatlıcı, bir de italyan-uzakdoğu mutfağı heveslisiyiz, sanırım çok renkli bir dükkan açabiliriz bu ekiple, yatırımcılar mesaj atabilir 💸	0	0	0	1	3
574	574	🍏🍎 Yeşil elmaların, kırmızı elmalara göre daha çok şeker içerdiği açıklandı. 🍎🍏	0	0	0	0	9
575	575	🏆🏆 Juventus'u deviren Lazio, Süper Kupa'nın sahibi oldu. 🏆🏆	0	0	0	1	5
576	576	3 günde nasıl 2 sınav ve 3 ödev teslimim var anlam veremiyorum kafam patlayacak 😤😓	0	0	0	0	9
577	577	Arkadaşlarla bir film kulübü 🎬 başlattık, her gün bir film izliyor sonra da incelemelerini okuyoruz. 	0	0	0	1	3
578	578	Balkan Şampiyonası'nda milli koşucumuz Ercan Arslan türk atletler arasında tüm zamanların en iyi 6. süresini koştu. 🇹🇷🇹🇷🇹🇷	0	0	0	1	8
579	579	Beyoğlu'nda lodosun etkisiyle bir binanın çatısı uçtu 😱	0	0	0	0	3
580	580	bu aralar en keyif aldığım şey kahvemi elime alıp cam kenarına oturmak ve sukulentlerimi izlemek 🌵🌱	0	0	0	1	0
581	581	bu yeni kulaklıkların sesi müthiş, hepinize öneririm 🎧	0	0	0	0	1
582	582	çizimlerimi paylaştığım bir instagram açtım, fotoğrafınızı atarsanız sizi de çizerim 🖍️🖌️🖊️	0	0	0	1	3
583	583	doğum günü hediyesi olarak üzerime rengarenk kalemler atan canım arkadaşlarım sizi çok seviyorum beni çok iyi tanıyorsunuz 💜💖❤️🧡💛💚💙🖤	0	0	0	0	2
584	584	En büyük hayallerimden biriydi ama başardım, New York Moda Haftası'na davetim var! 👗👠	0	1	1	0	9
585	585	Favori kahvaltım ev yapımı yoğurt ile taze meyve karıştırmak 🍊🍓🥝	0	0	0	0	6
586	586	Ford motor şirketinde mali yapı ne durumda? 🤔	0	0	0	1	1
587	587	Her gün düzenli yürümenin sayısız faydası bulunuyor. 🏃🏻‍♂️	0	0	0	0	0
588	588	iki kıyafet arasında kalıp hangisini seçeceğime asla karar verememekten nefret ediyorum 😠	0	0	0	0	2
589	589	izmir onur yürüyüşü yine çok renkliydi 🏳️‍🌈🏳️‍⚧	0	0	0	0	2
590	590	Kahvem olmadan güne başlayamıyorum ☕	0	0	0	0	0
591	591	kanka, kızların inşallahı annelerin maşallahısın 🧿🧿🧿	0	0	0	0	1
592	592	Sabah kardeşimi benim diş fırçamı kullanırken yakaladım, kendinin sanıyormuş... 😖🤢	0	0	0	0	1
593	593	Satın alma, sahiplen! 🐶🐱	0	1	1	0	8
594	594	sonunda kanalizasyonu tamir ettiler artık sabahları b*k kokusuna uyanmamız gerekmeyecek 💩	0	0	0	0	9
595	595	Şarabın saati olmaz 🍷🍷🍷	0	0	0	0	2
596	596	Tüm verimlilik hilelerini denedim ama asla oturup verimli çalışamıyorum, yardım lütfen! 😭	0	1	1	0	0
597	597	Uçak biniş kartlarımın yolculara geri verilen taraflarını biriktirmeyi çok seviyorum 🎟️✈️	0	0	0	1	7
598	598	Venedik'te su baskınları sonrası yılbaşı için otel rezervasyonlarının yarısı iptal edildi 😭	0	0	0	1	1
599	599	yeni favori saç bakım ürünüm yoğurt ve yumurta karışımı, hepinize öneririm 💆‍♀️🙆‍♀️	0	0	0	0	3
