	text	Y	T_true	T_proxy	C
541	"tvde örümcek adam izliyoruz, babam ""memur muydu bu?"" diyor..."	0	0	0	0
542	Twitter siyasetle ilişkili reklamları yasaklıyor.	0	0	0	1
543	Twitter, gelen tepkiler üzerine aktif olmayan hesapları silmekten şimdilik vazgeçti.	0	0	0	1
544	Uluslararası Ceza Mahkemesi, Batı Şeria ve Gazze'de yaşananlar nedeniyle savaş suçları soruşturması açmak istiyor.	0	0	0	0
545	Utangaçlık neden kaynaklanır, giderilebilir mi?	0	0	0	0
546	Uzayda inek hücrelerinden 3 boyutlu yazıcıyla biftek üretildi.	0	0	0	1
547	uzun yolda ağlayan çocuklar beni delirtiyor, tamam çocuğun suçu yok ama yine de katlanamıyorum.	0	0	0	0
548	ülkenin yarısı anadilini düzgün konuşamıyor, sokak röportajı izlerken dehşete düşüyorum.	0	0	0	0
549	Var oluşumuz başımıza gelenlerle değil onlara verdiğimiz tepkilerle şekilleniyor.	0	0	0	1
550	veganlığa karşıyım ama özellikle gelişmiş ülkelerde gereğinden çok fazla et tüketildiği de bir gerçek.	0	0	0	0
551	veganlık bir akım mıdır yoksa içten gelen bir sese kulak vermek midir?	0	0	0	0
552	Virüse karşı tedbirler kapsamında kapanan iş yerlerinde işten çıkarmaların başladığını duymaya başladık... İleriki günlerde bu durum toplu işsizleştirmeye dönebilir.	0	0	0	1
553	viyana... hayallerimin şehrisin keşke seninle olsam :( 	0	0	0	0
554	Vladimir Putin'in hala Windows XP işletim sistemine sahip bir bilgisayar kullanıldığı öğrenildi.	0	0	0	1
555	Yağmurlu hava yılın her zamanında tercihimdir, zaten küresel iklim ölmüş bitmiş bari sıcaktan erimeyelim, 30 yıla soyumuz tükenecek.	0	0	0	0
556	yapışkanlı kağıt bağımlılık yapıyor sanırım, 24 çeşit yapışkanlı kağıt almışım ve kullanmaya kıyamıyorum asla! 	0	1	1	1
557	yapma hocam etme hocam bırakırsan 1 sene daha uzatmak zorundayım hocam gözünün yağını yiyeyim hocam...	0	0	0	1
558	Yarın daha erken gelmelisin.	0	0	0	0
559	yastığa sarılıp ağlama saatim geldi.	0	0	0	0
560	yaşlıların yanında hızlı hızlı yürüyerek geçtiğimizde yaşlandıklarını fark edip üzülüyorlar mıdır acaba?	0	0	0	1
561	Yazınızı yayın koordinatörümüze gösterdim, ofisçe çok etkilendik yarınki gazetede yazınıza yer vermek istiyoruz, görselle birlikte.	0	0	0	0
562	yemek mi yesem, dizi mi izlesem yoksa uyusam mı... gece yarısından sonra hepsi çok çekici geliyor.	0	0	0	0
563	yeni bir hobi edindim, artık sukulent yetiştiriyorum.	0	0	0	0
564	yeni bir sabah, yeni bir ruhsal çöküntü.	0	0	0	0
565	yeni bir tarz konusunda tavsiyelerine ihtiyacım var!	0	1	1	0
566	Yeni Delhi 'dev bir gaz odasına' dönüştü. Okullar tatil edildi, milyonlarca gaz maskesi dağıtıldı.	0	0	0	1
567	yeni havaalanı iyi hoş güzel de bizde para yok ki uçak bileti alalım...	0	0	0	0
568	Yeni yapay nöron Alzheimer tedavisinde kullanılabilir.	0	0	0	0
569	yıllık kişilik testi tekrarının vakti gelmiş, bakalım bu yıl yine başka bir kişiliğe bürünmüş müyüz?	0	0	0	1
570	zalim, oyunbozan, sen de bu büyü de yalan...	0	0	0	0
571	zamanı ileri sarma aktivitelerinde 1 numara: minecraft oynamak	0	0	0	1
572	zamanın geçişini umursamadan bilgisayar oyunlarına gömülmek istiyorum.	0	0	0	0
573	4 kişilik mide lobisi grubumuzda bir kebapçı, bir barista, bir tatlıcı, bir de italyan-uzakdoğu mutfağı heveslisiyiz, sanırım çok renkli bir dükkan açabiliriz bu ekiple, yatırımcılar mesaj atabilir 💸	0	0	0	1
574	🍏🍎 Yeşil elmaların, kırmızı elmalara göre daha çok şeker içerdiği açıklandı. 🍎🍏	0	0	0	0
575	🏆🏆 Juventus'u deviren Lazio, Süper Kupa'nın sahibi oldu. 🏆🏆	0	0	0	1
576	3 günde nasıl 2 sınav ve 3 ödev teslimim var anlam veremiyorum kafam patlayacak 😤😓	0	0	0	0
577	Arkadaşlarla bir film kulübü 🎬 başlattık, her gün bir film izliyor sonra da incelemelerini okuyoruz. 	0	0	0	1
578	Balkan Şampiyonası'nda milli koşucumuz Ercan Arslan türk atletler arasında tüm zamanların en iyi 6. süresini koştu. 🇹🇷🇹🇷🇹🇷	0	0	0	1
579	Beyoğlu'nda lodosun etkisiyle bir binanın çatısı uçtu 😱	0	0	0	0
580	bu aralar en keyif aldığım şey kahvemi elime alıp cam kenarına oturmak ve sukulentlerimi izlemek 🌵🌱	0	0	0	1
581	bu yeni kulaklıkların sesi müthiş, hepinize öneririm 🎧	0	0	0	0
582	çizimlerimi paylaştığım bir instagram açtım, fotoğrafınızı atarsanız sizi de çizerim 🖍️🖌️🖊️	0	0	0	1
583	doğum günü hediyesi olarak üzerime rengarenk kalemler atan canım arkadaşlarım sizi çok seviyorum beni çok iyi tanıyorsunuz 💜💖❤️🧡💛💚💙🖤	0	0	0	0
584	En büyük hayallerimden biriydi ama başardım, New York Moda Haftası'na davetim var! 👗👠	0	1	1	0
585	Favori kahvaltım ev yapımı yoğurt ile taze meyve karıştırmak 🍊🍓🥝	0	0	0	0
586	Ford motor şirketinde mali yapı ne durumda? 🤔	0	0	0	1
587	Her gün düzenli yürümenin sayısız faydası bulunuyor. 🏃🏻‍♂️	0	0	0	0
588	iki kıyafet arasında kalıp hangisini seçeceğime asla karar verememekten nefret ediyorum 😠	0	0	0	0
589	izmir onur yürüyüşü yine çok renkliydi 🏳️‍🌈🏳️‍⚧	0	0	0	0
590	Kahvem olmadan güne başlayamıyorum ☕	0	0	0	0
591	kanka, kızların inşallahı annelerin maşallahısın 🧿🧿🧿	0	0	0	0
592	Sabah kardeşimi benim diş fırçamı kullanırken yakaladım, kendinin sanıyormuş... 😖🤢	0	0	0	0
593	Satın alma, sahiplen! 🐶🐱	0	1	1	0
594	sonunda kanalizasyonu tamir ettiler artık sabahları b*k kokusuna uyanmamız gerekmeyecek 💩	0	0	0	0
595	Şarabın saati olmaz 🍷🍷🍷	0	0	0	0
596	Tüm verimlilik hilelerini denedim ama asla oturup verimli çalışamıyorum, yardım lütfen! 😭	0	1	1	0
597	Uçak biniş kartlarımın yolculara geri verilen taraflarını biriktirmeyi çok seviyorum 🎟️✈️	0	0	0	1
598	Venedik'te su baskınları sonrası yılbaşı için otel rezervasyonlarının yarısı iptal edildi 😭	0	0	0	1
599	yeni favori saç bakım ürünüm yoğurt ve yumurta karışımı, hepinize öneririm 💆‍♀️🙆‍♀️	0	0	0	0
